gemeente;gemeente_id;bureau_id;bureau_label;bureau_zip_opgezocht;Lat;Long;total_counted;cast;percentage_gestemd;percentage_gestemd_95_100;percentage_gestemd_65_95;percentage_gestemd_tot_65;aantal_niet_gestemd;VVD;PvDA;PVV;SP;CDA;D66;CU;GL;SGP;PvdD;50PLUS;OndernemersPartij;VNL (VoorNederland);DENK;Forum voor Democratie;De Burger Beweging;Vrijzinnige Partij;GeenPeil;Piratenpartij;Libertarische Partij (LP);Lokaal in de Kamer;Artikel 1;grootste_partij_w;tweede_grootste_partij_w;derde_grootste_partij_w;grootste_partij;tweede_grootste_partij;derde_grootste_partij;INWONER;MAN;VROUW;INW_014;INW_1524;INW_2544;INW_4564;INW_65PL;P_NL_ACHTG;P_WE_MIG_A;P_NW_MIG_A;AANTAL_HH;TOTHH_EENP;TOTHH_MPZK;HH_EENOUD;HH_TWEEOUD;GEM_HH_GR;WONING;WONVOOR45;WON_4564;WON_6574;WON_7584;WON_8594;WON_9504;WON_0514;WON_1524;P_HUURWON;P_KOOPWON;WON_HCORP;WON_MRGEZ;WON_NBEW;WOZWONING;G_GAS_WON;G_ELEK_WON
Marum;25;0025::SB1;Gemeentehuis;9363BA;53,14629209;6,269342719;1417;1409;1;1;0;0;0;208;133;194;173;258;123;93;102;22;24;37;0;9;1;29;2;1;1;2;0;0;1;5;1;3;CDA;VVD;PVV;30;15;15;10;;15;5;;100;;;15;5;;;5;2,4;25;;10;;10;;;;;50;50;;10;10;80;2020;2750
Marum;25;0025::SB2;Gebouw De Wieken;9365PS;53,16046837;6,326661529;737;896;0,822544643;0;1;0;159;165;38;126;95;87;64;23;49;5;24;32;6;0;0;18;0;0;0;2;0;1;0;1;3;4;VVD;PVV;SP;10;;5;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;
Marum;25;0025::SB3;Gebouw De Weme;9824PH;53,16924684;6,255410329;402;545;0,737614679;0;1;0;143;84;33;65;22;74;28;25;24;3;14;9;1;2;0;14;0;0;0;0;0;0;0;1;5;3;VVD;CDA;PVV;20;15;10;;;;10;;100;;;10;;;;;2,2;10;;5;;;;;;;;60;;;;182;1790;3030
Marum;25;0025::SB4;Zonnehuis De Hoorn;9363GB;53,14487515;6,262786559;1244;1518;0,819499341;0;1;0;274;268;85;134;140;243;113;69;80;17;29;34;2;7;0;15;0;0;0;2;2;1;0;1;5;4;VVD;CDA;SP;70;20;50;;;;;70;100;;;10;10;;;;1,1;85;;;80;;;;;;100;;5;80;20;;1420;2600
Marum;25;0025::SB5;Dorpshuis Op de Welle;9367PX;53,11671572;6,253737807;978;1209;0,808933002;0;1;0;231;185;73;176;129;138;75;52;50;10;19;48;2;1;0;10;0;1;1;2;1;3;1;1;3;5;VVD;PVV;CDA;35;20;20;5;;5;5;15;100;;;15;;10;;;2,3;15;;5;10;;;;;;80;;15;;;130;1580;2620
Marum;25;0025::SB6;O.B.S. 't Jonkertje;9366TA;53,12749828;6,292808804;310;418;0,741626794;0;1;0;108;71;19;44;37;56;20;14;22;5;6;11;0;1;0;1;1;0;0;1;0;0;0;1;5;3;VVD;CDA;PVV;35;15;15;;5;;15;5;100;;;15;;5;;;2,5;15;5;;;;;;;;;90;;;;304;2630;4950
Marum;25;0025::SB7;Gebouw Oomkegast;9362RC;53,18746026;6,327640465;516;610;0,845901639;0;1;0;94;81;24;57;68;107;42;54;47;5;8;10;0;2;0;5;0;0;0;4;1;0;1;5;1;4;CDA;VVD;SP;70;35;30;;15;10;30;10;100;;;30;15;;;10;2,2;30;;;;10;15;5;;;20;80;5;;;175;1590;3220
Marum;25;0025::SB8;Gebouw Ons Centrum;9363AD;53,14858016;6,277882894;1043;1525;0,683934426;0;1;0;482;202;59;149;103;226;73;64;55;6;32;36;3;2;0;22;0;0;0;5;0;4;0;5;1;3;CDA;VVD;PVV;50;25;25;10;10;5;15;5;90;10;;15;;;;10;3,7;15;15;;;;;;;;;90;;;;289;2680;4000
Medemblik;420;0420::SB1;Wapen van Medemblik;1671AA;52,77120107;5,108469075;1292;1621;0,797038865;0;1;0;329;413;76;162;83;170;142;18;66;5;39;50;2;5;2;40;1;0;0;4;0;7;1;1;5;3;VVD;CDA;PVV;45;25;20;15;5;10;10;;90;;;15;;;;10;3,5;15;10;;;;;;;;;90;;5;;275;2080;4340
Medemblik;420;0420::SB2;Verzorgingshuis Sint Martinus;1671CS;52,77166684;5,101914756;1188;1459;0,81425634;0;1;0;271;312;60;219;101;161;100;14;58;3;32;83;1;5;8;24;0;0;0;2;0;2;1;1;3;5;VVD;PVV;CDA;70;30;40;5;;10;5;50;90;10;;15;10;;;;1,9;65;5;;;;60;;;;;20;;55;15;;1410;2910
Medemblik;420;0420::SB4;Sporthal De Muiter;1671JA;52,7639393;5,100129333;1480;1648;0,898058252;0;1;0;168;355;69;280;133;162;144;34;67;8;42;65;2;10;62;38;0;0;1;4;0;3;0;1;3;5;VVD;PVV;CDA;50;25;25;15;5;10;10;15;70;;30;20;;10;;5;2,7;20;;;20;;;;;;;;;;;146;1340;2850
Medemblik;420;0420::SB5;OBS de Meridiaan;1671JZ;52,7629134;5,104897718;1067;1595;0,668965517;0;1;0;528;179;55;233;150;97;83;10;55;10;25;56;0;4;74;29;1;1;1;1;0;3;0;3;1;4;PVV;VVD;SP;115;60;60;25;20;40;25;5;50;10;30;60;30;5;10;10;2;50;;;20;30;;;;;80;20;35;15;;123;1250;2310
Medemblik;420;0420::SB6;Woonzorgcentrum Koggenlandhuis;1679VH;52,71915107;5,075386742;1415;1764;0,802154195;0;1;0;349;405;90;197;118;146;156;27;88;7;63;55;1;14;0;29;0;1;1;7;0;1;2;1;3;6;VVD;PVV;D66;30;10;20;;;;;20;70;;30;20;15;;;;1,5;20;;;;;;;20;;;;;20;;133;;
Medemblik;420;0420::SB7;Wijksteunpunt Woudrust;1678GA;52,72483269;5,091208628;563;709;0,794076164;0;1;0;146;174;27;57;62;37;80;9;49;0;27;18;0;2;0;14;0;0;1;3;0;1;1;1;6;4;VVD;D66;SP;10;;10;;;;5;5;80;;;10;5;;;;1,5;10;;;;;10;;;;;;;;;105;810;2640
Medemblik;420;0420::SB8;Dorpshuis Â De Werf;1691EC;52,70709384;5,099046564;467;582;0,802405498;0;1;0;115;144;33;37;32;50;64;5;43;2;23;14;0;0;1;12;0;0;0;6;0;0;0;1;6;5;VVD;D66;CDA;40;15;25;10;5;10;15;;90;;;15;;5;;5;2,6;15;15;;;;;;;;;90;;;;295;2110;3310
Medemblik;420;0420::SB9;Dorpshuis De Vang;1654KB;52,70337244;5,012619202;1012;1271;0,796223446;0;1;0;259;316;73;105;45;154;135;5;72;7;35;32;2;5;0;15;1;1;0;7;0;1;0;1;5;6;VVD;CDA;D66;30;15;15;;5;;15;5;80;;20;15;5;5;;;2,1;15;;;10;;;;;;;70;;;;163;1550;2490
Medemblik;420;0420::SB10;Dorpshuis De Nieuwe Haven;1657AH;52,73136712;5,021449829;1469;1801;0,815657968;0;1;0;332;433;95;216;116;153;158;21;93;7;44;73;5;6;1;38;0;0;2;6;0;1;0;1;3;6;VVD;PVV;D66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Medemblik;420;0420::SB11;Dorpshuis Twisk;1676GG;52,74214875;5,057495513;671;761;0,88173456;0;1;0;90;193;48;75;51;66;71;17;57;0;23;28;3;9;0;21;0;0;0;3;0;2;0;1;3;6;VVD;PVV;D66;35;20;15;;;5;15;10;90;;;15;;10;;;2,1;20;15;;;;;;;;;80;;;;301;2460;3730
Medemblik;420;0420::SB12;Dorpshuis De Torenschouw;1674NE;52,76157748;5,078734126;1149;1401;0,82012848;0;1;0;252;264;38;126;78;200;87;135;55;84;28;28;2;4;0;15;0;0;0;3;0;1;0;1;5;7;VVD;CDA;CU;35;20;15;10;5;10;10;5;50;40;;15;5;;;;2,3;15;;;15;;;;;;;;;;;140;1670;3010
Medemblik;420;0420::SB13;Gemeentehuis Â Medemblik;1687CD;52,68596201;5,02822957;1423;1520;0,936184211;0;1;0;97;448;49;146;86;251;191;19;88;1;51;38;4;12;0;27;0;0;0;6;0;2;1;1;5;6;VVD;CDA;D66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Medemblik;420;0420::SB14;Sweelinckhof;1687BV;52,68574432;5,02628398;989;1378;0,717706821;0;1;0;389;300;50;83;51;187;126;7;60;1;37;52;0;6;0;22;0;1;0;1;0;2;0;1;5;6;VVD;CDA;D66;75;20;60;;;;;75;100;;;20;20;;;;1,2;50;;;20;;;35;;;40;;;35;5;;1600;1470
Medemblik;420;0420::SB17;De Wildebras;1685PK;52,67464338;5,056690263;389;439;0,886104784;0;1;0;50;135;13;47;28;78;30;1;19;0;6;18;0;6;0;6;0;0;0;1;0;1;0;1;5;3;VVD;CDA;PVV;35;15;20;5;;5;10;10;90;;;15;;;;5;2,4;15;;5;10;;;;;;;80;;;;162;1540;2430
Medemblik;420;0420::SB18;De Bloesem;1687RA;52,68595246;5,013608455;1572;1707;0,920913884;0;1;0;135;481;84;129;108;219;268;13;130;1;33;40;1;9;2;38;1;1;0;5;0;4;1;1;6;5;VVD;D66;CDA;10;5;5;;;10;;;80;;;5;;;;;2,4;5;;;;;;;;5;;;;;;242;1020;3060
Medemblik;420;0420::SB20;Verzorgingshuis Sorghvliet;1619XC;52,74600045;5,220119947;1221;1410;0,865957447;0;1;0;189;258;63;166;81;231;81;132;72;23;34;42;1;5;2;17;1;0;0;3;0;0;1;1;5;3;VVD;CDA;PVV;75;35;40;;;10;;65;100;;;40;35;5;;;1,1;80;;10;;;60;10;;;100;;40;80;10;106;940;1620
Medemblik;420;0420::SB21;Basisschool De Bangert;1619CT;52,73828786;5,179378837;1109;1317;0,8420653;0;1;0;208;289;59;127;104;168;114;12;91;3;41;57;3;9;1;19;1;0;2;5;0;1;0;1;5;3;VVD;CDA;PVV;15;10;5;;;;5;10;70;;;;;;;;;;;;;;;;;;;;;;;;;
Medemblik;420;0420::SB22;Idenburgschool;1619HB;52,7442316;5,241718119;687;907;0,757442117;0;1;0;220;162;37;73;25;120;56;67;49;32;26;20;1;9;0;7;1;0;0;1;0;0;1;1;5;3;VVD;CDA;PVV;40;20;20;;10;;20;10;100;;;15;;10;;5;2,7;15;15;;;;;;;;;100;;;;286;2090;3860
Medemblik;420;0420::SB23;Basisschool De Piramide;1619VC;52,74333539;5,21826942;1193;1389;0,858891289;0;1;0;196;288;55;184;84;149;123;93;71;29;36;45;1;5;2;23;0;0;0;2;0;1;0;1;3;5;VVD;PVV;CDA;65;35;30;5;5;15;20;15;80;10;;35;15;10;;10;2;35;;;15;10;10;;;;40;60;10;10;;173;1270;2900
Medemblik;420;0420::SB25;Verzorgingshuis St. Jozef;1693DC;52,73094443;5,160260017;1225;1447;0,846579129;0;1;0;222;414;45;148;65;209;141;13;62;2;35;39;1;9;0;36;0;0;0;3;0;1;1;1;5;3;VVD;CDA;PVV;95;30;65;;5;;15;75;90;10;;20;10;5;;;1,9;80;;;;;70;15;;;80;20;;65;5;;1620;3750
Medemblik;420;0420::SB26;De Dijkwerkers;1693KT;52,73464881;5,150036185;1296;1544;0,839378238;0;1;0;248;363;58;191;121;168;165;4;98;4;27;42;4;8;2;24;0;0;0;8;0;2;0;1;3;5;VVD;PVV;CDA;75;35;35;15;10;15;25;10;90;10;;30;10;5;;10;2,5;30;;;;15;15;;;;30;70;5;;;188;1380;2760
Medemblik;420;0420::SB28;Cafe De Hoek;1693AA;52,72663188;5,150462093;1389;1697;0,818503241;0;1;0;308;413;62;164;117;227;134;7;91;1;31;67;3;14;0;46;0;1;0;8;0;2;0;1;5;3;VVD;CDA;PVV;45;20;20;10;5;10;15;5;100;;;15;;5;;5;2,5;20;10;;;5;;;;;;80;;5;;218;1930;3360
Medemblik;420;0420::SB29;Dorpshuis De Onderdijk;1693CZ;52,74345162;5,139530531;1028;1279;0,803752932;0;1;0;251;317;39;135;64;143;128;13;61;2;28;41;4;7;0;38;3;0;0;3;0;1;0;1;5;3;VVD;CDA;PVV;25;5;15;;;5;;15;100;;;15;10;;;;1,5;15;;;;;;;5;;80;;10;;;194;1380;2290
Medemblik;420;0420::SB30;Dorpshuis Zwaagdijk;1682NP;52,70056202;5,121455325;745;870;0,856321839;0;1;0;125;271;21;87;39;134;79;6;36;3;23;10;1;4;0;26;0;0;0;2;0;1;0;1;5;3;VVD;CDA;PVV;40;20;20;;10;;15;10;100;;;15;;;;5;2,5;15;10;5;;;;;;;;100;;;;311;2310;4000
Meerssen;938;0938::SB1;Bestuurscentrum (KCC);6231LS;50,88436037;5,754964429;1277;1459;0,875257025;0;1;0;182;339;61;138;86;237;203;10;96;1;38;33;2;2;1;28;1;0;0;0;0;0;0;1;5;6;VVD;CDA;D66;35;15;20;;5;10;5;10;80;;;20;5;5;;;1,9;15;10;;;;;;;;60;40;;10;;161;1050;2810
Meerssen;938;0938::SB2;Zorgcentrum Beukeloord;6231JZ;50,88641738;5,75236124;800;1228;0,651465798;0;1;0;428;143;53;130;114;137;75;4;59;0;19;41;1;0;0;20;1;0;1;0;0;0;2;1;5;3;VVD;CDA;PVV;110;35;75;;;;25;85;90;10;;70;50;20;;;1,3;120;;;75;25;20;;;;60;;70;65;50;97;1250;2320
Meerssen;938;0938::SB4;Ontmoetingscentrum de Ketel;6231HG;50,88878355;5,746462645;830;1047;0,792741165;0;1;0;217;102;33;244;143;90;60;3;53;0;14;65;0;3;0;14;1;1;1;0;0;0;1;3;4;1;PVV;SP;VVD;130;65;65;20;5;30;45;30;90;10;0;60;20;20;5;15;2,2;65;;40;25;;;;;;80;20;50;25;;129;1120;2890
Meerssen;938;0938::SB6;Gemeenschapshuis de Koel;6231BP;50,87878864;5,737212586;1017;1323;0,768707483;0;1;0;306;169;43;262;130;129;93;7;78;0;32;44;1;1;5;15;0;0;0;4;0;0;0;3;1;4;PVV;VVD;SP;20;10;10;;;;10;5;90;;;10;;;;;2,2;10;;10;;;;;;;50;50;5;;;155;1270;4190
Meerssen;938;0938::SB12;Scoutinggebouw Bunde;6241GA;50,89392986;5,740721795;910;1039;0,875842156;0;1;0;129;246;46;109;69;146;156;5;64;0;17;32;0;2;1;16;0;0;0;1;0;0;0;1;6;5;VVD;D66;CDA;50;30;20;;15;;25;5;90;;;20;;10;;10;2,8;20;;5;;;10;;;;;90;;;;310;2630;4730
Meerssen;938;0938::SB13;Zorgcentrum de Wilgenhof;6241BH;50,89366155;5,732274539;1254;1215;1;1;0;0;0;252;43;170;165;229;175;10;94;3;16;71;0;0;1;17;0;0;1;2;0;0;0;1;5;6;VVD;CDA;D66;85;25;60;;;;5;75;90;10;;15;10;;;;1,7;20;;;5;;;15;;;60;30;10;15;;139;1620;3120
Meerssen;938;0938::SB21;Gemeenschapshuis D'n Huppel;6235AC;50,90512489;5,7869419;999;1183;0,844463229;0;1;0;184;199;49;204;69;216;98;2;55;5;20;44;2;6;0;21;0;0;1;4;1;0;0;5;3;1;CDA;PVV;VVD;40;20;20;;;10;15;15;80;30;;20;5;10;;;1,9;20;10;;5;;;;;;20;80;;;;262;2460;3680
Meerssen;938;0938::SB22;Basisschool de Triangel;6235BP;50,90602554;5,780311011;948;1089;0,870523416;0;1;0;141;175;37;171;121;172;92;1;56;0;35;52;2;8;0;16;1;0;0;3;0;0;0;1;5;3;VVD;CDA;PVV;50;30;20;5;5;10;15;10;80;20;;25;10;10;;5;2;20;;;10;;;10;;;30;70;5;;;169;1380;3300
Meierijstad;1948;1948::SB1;Gemeentehuis Meierijstad;5461KN;51,61449659;5,545467086;1519;1429;1;1;0;0;0;430;68;172;180;218;190;7;109;1;29;40;4;6;42;17;0;0;0;2;1;0;0;1;5;6;VVD;CDA;D66;15;10;10;;;;;15;100;;;10;5;5;;;1,5;15;;;;;15;;;;;80;;15;;;1030;2930
Meierijstad;1948;1948::SB2;Dienstencentrum De Peppelhof;5461EA;51,62212785;5,546709417;1021;1466;0,696452933;0;1;0;445;277;45;109;135;191;114;3;40;1;23;48;0;7;6;19;0;0;0;2;0;0;0;1;5;4;VVD;CDA;SP;15;10;5;;;;5;;100;;;5;;;;;2,1;10;;;;;;;;;;;;;;288;1540;3180
Meierijstad;1948;1948::SB3;Wijkgebouw De Bloemfontein;5462AE;51,6107578;5,532931398;855;1330;0,642857143;0;0;1;475;160;32;182;134;69;73;4;65;0;22;19;0;4;65;15;0;0;0;8;0;0;1;3;1;4;PVV;VVD;SP;45;25;20;5;10;10;15;5;40;20;30;15;;;;5;2,8;15;;15;;;;;;;80;;10;;;146;1610;2550
Meierijstad;1948;1948::SB4;Zorgcentrum Joachim en Anna;5461BL;51,61807834;5,539032613;1289;1447;0,890808569;0;1;0;158;362;47;129;142;311;119;4;62;3;22;40;0;1;29;14;0;1;0;2;0;0;0;1;5;4;VVD;CDA;SP;50;10;40;;;;;45;90;10;;;;;;;;50;;;;50;;;;;;;;50;20;;;
Meierijstad;1948;1948::SB5;Wijkcentrum De Lapvoet;5463JA;51,6093373;5,540194209;1199;1417;0,846153846;0;1;0;218;195;44;179;201;103;115;8;105;1;29;37;4;5;145;17;1;0;0;4;0;0;2;4;1;3;SP;VVD;PVV;20;10;10;;;5;;5;80;;;10;;;;;2;10;;;10;;;;;;;;;;;144;1340;3260
Meierijstad;1948;1948::SB6;Zorgcentrum AAtrium;5463GK;51,60980268;5,547198701;1095;1336;0,819610778;0;1;0;241;220;53;147;165;153;126;15;68;0;19;55;2;2;53;8;0;0;0;5;0;0;0;1;4;5;VVD;SP;CDA;110;40;65;10;5;5;15;75;80;10;10;25;10;10;;5;2;80;;;20;;;65;;;80;20;;65;15;;1370;3230
Meierijstad;1948;1948::SB7;Basisschool De Vijfmaster;5463ET;51,60994305;5,555048624;823;1075;0,765581395;0;1;0;252;134;23;129;116;95;66;5;50;1;11;26;0;1;149;12;0;0;0;2;0;0;1;14;1;3;DENK;VVD;PVV;45;25;20;;5;10;10;20;70;;20;20;;10;;5;2,4;20;;10;10;;;;;;50;50;10;;;140;1270;3200
Meierijstad;1948;1948::SB8;Locatie 'oude vijfmaster';5463HB;51,60941778;5,55108991;652;1335;0,488389513;0;0;1;683;127;27;94;115;92;67;3;27;0;13;28;1;0;49;8;0;0;0;1;0;0;0;1;4;3;VVD;SP;PVV;30;15;15;;;5;10;5;60;;30;10;;;;5;2,9;10;;;10;;;;;;;;;;;171;1370;3390
Meierijstad;1948;1948::SB9;Basisschool De Uilenbrink;5467BM;51,62078381;5,555791227;1203;1329;0,905191874;0;1;0;126;357;57;118;135;138;176;12;80;1;24;31;3;1;47;20;1;0;0;1;0;1;0;1;6;5;VVD;D66;CDA;15;5;10;;;;10;;90;;;5;;;;;2,8;5;;;;5;;;;;;;;;;203;1640;4020
Meierijstad;1948;1948::SB10;Verpleegtehuis de Watersteeg;5467AN;51,62637366;5,548004869;1154;1147;1;1;0;0;0;278;52;132;152;192;136;8;77;3;30;26;0;3;38;18;0;0;2;1;0;1;0;1;5;4;VVD;CDA;SP;90;30;60;;;;10;80;90;10;;30;20;10;;;1,3;35;;;;;;35;;;100;;;35;;158;;2110
Meierijstad;1948;1948::SB11;Wijkgebouw De Spil;5467JZ;51,62440941;5,558657547;895;975;0,917948718;0;1;0;80;142;47;135;162;103;107;8;59;3;17;36;3;2;35;18;2;0;2;4;0;3;0;4;1;3;SP;VVD;PVV;60;20;35;;;10;5;40;90;;;45;35;10;;;1,3;45;;;;;45;;;;100;;;10;;143;810;1790
Meierijstad;1948;1948::SB12;Basisschool Â 't Heibosch;5467KE;51,62617046;5,559833115;1064;1236;0,860841424;0;1;0;172;274;32;122;151;124;152;9;99;3;19;25;1;5;26;18;2;0;0;2;0;0;0;1;6;4;VVD;D66;SP;100;45;55;25;10;25;20;15;90;10;;40;10;5;5;15;2,6;35;;;;;35;;;;30;70;10;;;180;1100;3320
Meierijstad;1948;1948::SB13;ROC de Leijgraaf;5467HA;51,62104616;5,563196791;800;1173;0,682011935;0;1;0;373;195;35;111;89;107;115;2;61;0;23;24;0;2;16;16;1;0;1;2;0;0;0;1;6;3;VVD;D66;PVV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meierijstad;1948;1948::SB14;M.F.C. De Hintel;5464PN;51,63469704;5,558430588;2183;3043;0,71738416;0;1;0;860;758;60;239;210;280;276;13;113;0;49;59;4;10;57;38;0;2;1;7;3;1;0;1;5;6;VVD;CDA;D66;115;65;50;25;15;60;15;;90;10;10;50;15;15;;20;2,3;50;;;;;;;50;;;100;;;;218;1320;3560
Meierijstad;1948;1948::SB15;Gemeenschapshuis D'n Brak;5464VR;51,63371744;5,582183051;1083;1304;0,830521472;0;1;0;221;360;25;98;122;284;92;4;45;0;13;24;3;0;0;10;0;0;0;2;0;1;0;1;5;4;VVD;CDA;SP;70;40;35;;10;15;25;15;90;10;;30;10;15;;10;2,3;30;;5;;15;;;;;;100;;;;246;1490;3650
Meierijstad;1948;1948::SB16;Dorpshuis Zijtaart;5465RJ;51,59241142;5,542231489;1131;1300;0,87;0;1;0;169;280;31;143;115;367;96;1;25;2;14;31;3;4;0;14;0;0;0;2;0;1;0;5;1;3;CDA;VVD;PVV;45;25;20;5;;15;15;5;90;10;;20;5;;;10;2,3;20;10;;;;;;;;30;60;;5;;313;2450;3820
Meierijstad;1948;1948::SB17;Gemeenschapshuis De Brink;5466PE;51,60331444;5,497353943;940;1119;0,840035746;0;1;0;179;253;28;124;127;216;65;1;36;2;18;32;0;8;9;16;1;0;0;1;0;0;0;1;5;4;VVD;CDA;SP;15;5;5;;5;;;;50;50;;5;;;;;1,9;5;;;;;;;;;;;;;;223;1860;3950
Meierijstad;1948;1948::SB18;Basisschool De Empel;5469SL;51,59941163;5,60412874;913;1225;0,745306122;0;1;0;312;256;19;96;113;227;101;5;34;0;6;25;2;6;2;18;0;0;0;2;0;0;0;1;5;4;VVD;CDA;SP;45;25;25;5;5;10;20;10;100;;;15;;5;;10;2,7;15;;;;10;;;;;;100;;;;272;1910;3600
Meierijstad;1948;1948::SB19;Simeonshof;5469CK;51,59981931;5,607696637;870;1257;0,692124105;0;1;0;387;222;22;105;111;251;77;6;26;0;9;31;0;1;0;7;0;1;0;1;0;0;0;5;1;4;CDA;VVD;SP;35;10;25;;;;;35;100;;;10;10;;;;1;30;;;;;;;30;;;;;30;5;;;
Meierijstad;1948;1948::SB20;Raadhuis Erp;5469BK;51,6005006;5,605814664;1408;1274;1;1;0;0;0;391;48;165;159;368;117;5;53;2;15;43;0;6;3;28;0;0;1;0;0;0;1;1;5;3;VVD;CDA;PVV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meierijstad;1948;1948::SB21;Gemeenschapshuis 't Span;5469EX;51,58549057;5,587804494;722;863;0,836616454;0;1;0;141;182;13;127;80;204;31;4;20;0;5;27;2;6;0;16;0;0;0;0;0;0;0;5;1;3;CDA;VVD;PVV;55;30;25;10;10;10;15;10;100;;;20;;5;;10;3;20;;;;;;;;;;90;;;;400;1810;4540
Meierijstad;1948;1948::SB22;Gemeenschapshuis Den Hazenpot;5469PS;51,56030195;5,624522552;528;587;0,899488927;0;1;0;59;120;16;62;68;167;37;2;22;0;13;11;1;4;0;2;1;0;0;1;0;0;0;5;1;4;CDA;VVD;SP;40;25;20;10;;5;5;20;90;;;15;;5;;5;2,5;20;;5;5;;;;;;;100;;;;339;2050;4170
Meierijstad;1948;1948::SB101;Gemeentehuis Schijndel;5482NG;51,61896007;5,435215279;1374;1966;0,698880977;0;1;0;592;396;78;139;154;248;154;4;112;0;20;38;2;1;1;19;0;1;2;1;0;1;0;1;5;4;VVD;CDA;SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meierijstad;1948;1948::SB102;Mgr. Bekkershuis;5482JD;51,61892463;5,438634384;1352;1727;0,782860452;0;1;0;375;248;62;218;249;207;138;1;100;2;31;71;1;2;1;13;1;0;0;5;0;2;0;4;1;3;SP;VVD;PVV;150;55;95;20;5;15;10;100;90;;10;25;10;10;;10;2,6;110;;;110;;;;;;;10;;90;20;;1350;2810
Meierijstad;1948;1948::SB103;Sportcomplex De Dioscuren (ingang HKV Amicitia);5481KD;51,6180652;5,427763863;1655;1839;0,899945623;0;1;0;184;467;78;180;172;338;179;7;112;0;35;54;2;4;0;21;0;0;0;5;0;1;0;1;5;3;VVD;CDA;PVV;35;20;20;5;5;5;10;10;100;;;;;;;;;;;;;;;;;;;;;;;;;
Meierijstad;1948;1948::SB104;De Hoogakkers;5482AL;51,61279278;5,448093946;1438;2055;0,699756691;0;1;0;617;354;60;252;220;157;148;10;116;1;30;50;4;7;1;24;0;0;0;4;0;0;0;1;3;4;VVD;PVV;SP;90;40;50;;;;30;55;80;10;;70;55;15;;;1,3;70;;5;;;;65;;;90;10;65;65;;115;840;2820
Meierijstad;1948;1948::SB105;Sociaal Cultureel Centrum de Vink;5482BD;51,61447796;5,44845804;1766;2117;0,834199339;0;1;0;351;433;77;330;319;187;147;2;113;0;45;57;8;7;6;26;0;0;0;5;0;0;0;1;3;4;VVD;PVV;SP;55;30;25;10;5;10;25;10;100;;;25;5;5;;10;2,3;25;;25;;;;;;;;;;;;147;1840;2950
Meierijstad;1948;1948::SB106;Dorpscentrum De Schakel;5482DA;51,61695515;5,463998937;1103;1368;0,80628655;0;1;0;265;272;25;150;166;220;108;5;56;3;29;34;7;4;2;20;0;1;0;1;0;0;0;1;5;4;VVD;CDA;SP;75;5;70;;;;;75;100;;;;;;;;;;;;;;;;;;;;;;;;;
Meierijstad;1948;1948::SB107;t Spectrum;5482WN;51,62548736;5,441536346;1890;2160;0,875;0;1;0;270;571;96;211;206;317;220;3;128;0;39;57;1;8;2;22;1;0;0;4;0;1;0;1;5;6;VVD;CDA;D66;30;20;10;5;;5;5;10;100;;;15;5;;;;2,1;15;10;;;;;;;;40;50;;;;420;2320;3250
Meierijstad;1948;1948::SB108;Sociaal Cultureel Centrum de Kajuit;5482MA;51,62675376;5,423927599;1310;1765;0,742209632;0;1;0;455;259;68;285;228;135;143;4;78;4;16;47;1;7;9;18;1;0;0;3;0;2;0;3;1;4;PVV;VVD;SP;40;20;20;5;;5;10;10;100;;;15;;5;;5;2,6;15;;;5;;;;;;;100;;;;319;1960;4550
Meierijstad;1948;1948::SB109;CafÃ© de Kikvorsch;5481EJ;51,62885604;5,418086358;1251;1534;0,815514993;0;1;0;283;283;53;261;187;207;94;11;53;1;25;39;2;5;2;18;0;0;0;4;0;6;0;1;3;5;VVD;PVV;CDA;55;25;30;10;5;15;20;;90;;10;25;10;5;;5;2,2;20;;20;;;;;;;40;60;10;;;206;1190;2570
Meierijstad;1948;1948::SB110;Het Gasthuis;5481HL;51,6272007;5,414347149;1349;1957;0,689320388;0;1;0;608;241;74;220;254;210;156;3;90;0;25;43;1;7;0;14;0;0;0;4;0;0;0;4;1;3;SP;VVD;PVV;125;60;60;5;10;65;30;15;80;10;10;90;65;20;;;1,4;85;25;;;;;;60;;50;50;45;85;;176;700;1760
Meierijstad;1948;1948::SB201;Kasteel-Raadhuis Dommelrode;5492GD;51,56017053;5,460619873;974;1169;0,833190761;0;1;0;195;277;36;99;120;168;116;6;80;0;13;32;4;1;0;18;0;0;0;0;0;0;1;1;5;4;VVD;CDA;SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meierijstad;1948;1948::SB202;Zorgcentrum Odendael;5492CT;51,56489769;5,457640645;1264;1503;0,840984697;0;1;0;239;284;57;128;227;264;121;5;67;2;17;63;1;2;2;16;1;1;0;0;0;0;1;1;5;4;VVD;CDA;SP;130;40;95;;;;;130;100;;;10;10;;;;1;;;;;;;;;;;;;;;;;
