gemeente;gemeente_id;bureau_id;bureau_label;bureau_zip_opgezocht;Lat;Long;total_counted;cast;percentage_gestemd;percentage_gestemd_95_100;percentage_gestemd_65_95;percentage_gestemd_tot_65;aantal_niet_gestemd;VVD;PvDA;PVV;SP;CDA;D66;CU;GL;SGP;PvdD;50PLUS;OndernemersPartij;VNL (VoorNederland);DENK;Forum voor Democratie;De Burger Beweging;Vrijzinnige Partij;GeenPeil;Piratenpartij;Libertarische Partij (LP);Lokaal in de Kamer;Artikel 1;grootste_partij_w;tweede_grootste_partij_w;derde_grootste_partij_w;grootste_partij;tweede_grootste_partij;derde_grootste_partij;INWONER;MAN;VROUW;INW_014;INW_1524;INW_2544;INW_4564;INW_65PL;P_NL_ACHTG;P_WE_MIG_A;P_NW_MIG_A;AANTAL_HH;TOTHH_EENP;TOTHH_MPZK;HH_EENOUD;HH_TWEEOUD;GEM_HH_GR;WONING;WONVOOR45;WON_4564;WON_6574;WON_7584;WON_8594;WON_9504;WON_0514;WON_1524;P_HUURWON;P_KOOPWON;WON_HCORP;WON_MRGEZ;WON_NBEW;WOZWONING;G_GAS_WON;G_ELEK_WON
Emmen;114;0114::SB2;Zorgcentrum Oostermarke;7822GW;52,78395246;6,9050589;893;969;0,921568627;0;1;0;76;260;86;49;36;155;116;45;73;7;27;18;0;2;0;14;0;0;3;2;0;0;0;1;5;6;VVD;CDA;D66;60;15;45;;;;;60;100;;;30;25;;;;1,1;55;;;;;;55;;;100;;;55;;103;;1410
Emmen;114;0114::SB3;De Goede Herderkerk;7822EM;52,7949637;6,905922038;590;616;0,957792208;1;0;0;26;131;59;44;53;80;68;56;42;1;16;19;1;2;0;15;0;0;0;1;0;2;0;1;5;6;VVD;CDA;D66;30;15;15;;;5;10;;90;;;10;;5;;;2,4;10;;10;;;;;;;;100;;;;236;2120;2510
Emmen;114;0114::SB4;Zorgcentrum Holdert;7811AB;52,78164326;6,891255386;544;738;0,737127371;0;1;0;194;84;87;57;65;103;54;21;25;0;2;40;1;2;0;3;0;0;0;0;0;0;0;5;2;1;CDA;PvDA;VVD;105;20;85;;;;;105;100;0;;5;5;;;;1,1;120;;;;;;;120;;80;;;120;35;;1420;
Emmen;114;0114::SB5;Wijkcentrum Meerstede;7815GB;52,79584208;6,895602869;923;1339;0,689320388;0;1;0;416;108;95;195;155;75;83;31;52;6;23;61;1;1;8;21;2;0;0;2;0;2;0;3;4;1;PVV;SP;VVD;35;15;20;5;;15;10;5;90;;10;20;10;;;;1,7;25;;20;;;;;;;;;;5;;95;2060;2410
Emmen;114;0114::SB6;Ichthus;7815RA;52,79263798;6,891623898;1025;1227;0,835370823;0;1;0;202;180;97;122;114;177;96;55;82;1;24;41;3;0;7;21;0;0;1;3;0;0;0;1;5;3;VVD;CDA;PVV;10;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB7;R.K.b.s. St. Frans;7815JJ;52,80131932;6,898062145;840;1265;0,664031621;0;1;0;425;106;82;194;150;81;75;32;51;2;11;23;3;1;4;20;1;0;0;1;0;2;0;3;4;1;PVV;SP;VVD;10;5;;;;5;;;80;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB8;O.b.s. Emmermeer;7815LB;52,79821119;6,895127367;889;1268;0,701104101;0;1;0;379;83;102;166;162;113;62;41;67;5;19;36;1;1;3;15;4;1;1;4;0;1;0;3;4;5;PVV;SP;CDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB9;Zorgcentrum Zuidermarke;7811JA;52,77819391;6,897047793;1194;1550;0,770322581;0;1;0;356;170;135;228;178;157;94;43;71;3;20;68;0;1;0;22;0;0;0;2;1;0;0;3;4;1;PVV;SP;VVD;105;25;80;;;;;105;90;10;;;;;;;;110;;;;;105;;;;;;;110;15;;;
Emmen;114;0114::SB10;AOC Terra;7812AA;52,77470215;6,887200605;477;636;0,75;0;1;0;159;120;46;34;38;81;41;24;45;9;11;8;1;0;0;19;0;0;0;0;0;0;0;1;5;2;VVD;CDA;PvDA;165;90;75;5;5;100;40;15;60;30;0;15;10;;;;1,9;10;5;;;;;;;;;80;;;;371;2670;2930
Emmen;114;0114::SB11;Dorpshuis 't Hoefijzer Zuidbarge;7812AK;52,74994478;6,905860329;612;775;0,789677419;0;1;0;163;128;38;59;77;123;78;28;38;1;9;14;1;1;0;12;0;0;0;4;0;0;0;1;5;6;VVD;CDA;D66;30;15;15;;;;10;10;100;;;15;;5;;;2;15;;;;;;5;;;;100;;;;217;2390;3030
Emmen;114;0114::SB12;De Schanskuil;7823TJ;52,79899871;6,938984726;710;917;0,774263904;0;1;0;207;89;61;130;105;118;70;15;48;9;18;25;0;5;2;10;0;0;0;2;0;3;0;3;5;4;PVV;CDA;SP;10;;5;;;;;5;100;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB13;Dorpshuis Weerdinge;7814XV;52,81646935;6,921712545;522;560;0,932142857;0;1;0;38;112;35;51;53;48;52;30;43;6;20;49;0;3;0;11;4;0;0;3;0;0;0;1;4;6;VVD;SP;D66;40;20;20;5;5;10;15;5;90;;;15;;5;;10;2,8;15;;;5;;;;;;;90;;;;248;2270;4310
Emmen;114;0114::SB14;De Marke;7824CW;52,78016277;6,922930441;1073;1182;0,907783418;0;1;0;109;114;152;187;198;121;54;23;66;3;25;53;2;3;35;26;2;0;3;3;0;0;0;4;3;2;SP;PVV;PvDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB15;Kerkgebouw het Baken;7824JG;52,78195969;6,933972778;936;1283;0,72954014;0;1;0;347;50;78;212;177;79;64;26;72;2;9;50;3;3;89;11;0;1;1;5;0;1;0;3;4;14;PVV;SP;DENK;20;5;15;;;;5;;30;;70;5;;;;;2,9;5;;;5;;;;;;;;;;;89;1550;2380
Emmen;114;0114::SB16;Zorgcentrum Heidehiem;7822BD;52,80259439;6,905671201;408;622;0,655948553;0;1;0;214;70;44;38;65;62;37;18;28;2;12;15;0;3;0;12;1;0;0;1;0;0;0;1;4;5;VVD;SP;CDA;15;;10;;;;;15;90;;;;;;;;;20;;;;;;;20;;;;;20;20;;;
Emmen;114;0114::SB17;De Voorhof;7824CX;52,77959288;6,92506964;709;1012;0,700592885;0;1;0;303;122;80;115;90;100;55;18;47;3;13;36;0;2;12;14;0;0;0;0;0;0;0;1;3;5;VVD;PVV;CDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB18;Kantine Looackerhof;7824NJ;52,78490798;6,941923085;758;1129;0,671390611;0;1;0;371;57;71;169;139;63;51;34;58;1;25;30;4;2;34;16;0;1;0;1;0;1;0;3;4;2;PVV;SP;PvDA;25;15;10;;;;10;15;90;;;15;;10;;;1,9;15;;;15;;;;;;;100;;;;116;1770;2650
Emmen;114;0114::SB19;Tine Marcusschool;7823AD;52,78857739;6,93008212;677;937;0,722518677;0;1;0;260;76;66;118;119;63;59;27;63;6;25;25;0;2;9;17;1;0;0;1;0;0;0;4;3;1;SP;PVV;VVD;55;25;30;5;10;15;15;10;60;10;30;30;15;;;5;2;25;;;25;;;;;;60;40;15;;;94;1320;2420
Emmen;114;0114::SB20;Verpleegtehuis De Horst;7825TC;52,78895906;6,947148626;627;952;0,658613445;0;1;0;325;54;72;112;119;58;70;16;54;0;12;34;0;6;2;14;0;0;0;2;0;0;0;4;3;2;SP;PVV;PvDA;55;20;35;;;;20;30;90;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB21;Zorgcentrum De Schans;7823LJ;52,79304142;6,946858206;896;1343;0,667163068;0;1;0;447;159;131;101;107;115;84;29;92;3;18;34;1;0;0;20;0;0;0;1;0;0;0;1;2;5;VVD;PvDA;CDA;115;40;75;;;;;110;90;10;;55;50;10;;;1,2;135;;;75;;;;55;;90;;55;135;65;;900;1690
Emmen;114;0114::SB22;O.b.s. De Kubus, locatie Het Waal;7823NN;52,79383868;6,941443691;1168;1271;0,918961448;0;1;0;103;111;124;175;212;111;101;58;121;12;45;52;1;5;4;25;1;0;0;5;0;0;0;4;3;2;SP;PVV;PvDA;35;20;15;10;5;10;10;;90;;;15;;;;10;2,7;10;;;;;;;10;;;90;;;;170;1100;3150
Emmen;114;0114::SB23;O.b.s. De Kubus, locatie Kinholt;7823GD;52,79034457;6,943722327;896;1332;0,672672673;0;1;0;436;71;79;174;195;78;79;23;88;4;31;37;1;1;9;22;2;0;0;2;0;0;0;4;3;8;SP;PVV;GL;45;20;25;10;;25;;5;90;10;;20;10;5;;5;2,1;25;;;25;;;;;;;80;;;;102;1470;2790
Emmen;114;0114::SB24;Verpleegtehuis De Bleerinck;7812KA;52,76167669;6,894000032;901;1116;0,80734767;0;1;0;215;113;74;105;138;130;104;37;102;4;30;32;1;2;0;18;0;2;1;4;0;2;0;4;5;1;SP;CDA;VVD;55;20;40;;;;10;50;90;;;10;;10;;;1,9;10;;;;10;;;;;;100;;;;218;1890;2710
Emmen;114;0114::SB25;O.b.s. De Brink;7812PK;52,76325316;6,882122603;864;1193;0,724224644;0;1;0;329;61;63;160;170;54;84;41;119;6;36;32;0;11;2;12;0;0;1;6;0;1;0;4;3;8;SP;PVV;GL;60;30;35;10;10;15;20;;80;;20;25;10;;;10;2,5;25;;;25;;;;;;50;50;10;;;101;1470;2950
Emmen;114;0114::SB26;Zorgcentrum Holtingerhof;7812EX;52,76507031;6,87886795;814;961;0,847034339;0;1;0;147;140;80;70;93;151;94;32;80;2;31;21;0;3;0;11;0;0;0;4;0;2;0;5;1;6;CDA;VVD;D66;75;20;55;;;5;;65;100;;;20;15;;;;1,4;75;;;;75;;;;;30;;20;70;15;;1220;1870
Emmen;114;0114::SB27;t Brinkenhoes;7812MH;52,76673096;6,88675542;905;1010;0,896039604;0;1;0;105;154;95;81;122;118;100;29;103;10;31;36;0;1;1;19;0;0;0;4;0;1;0;1;4;5;VVD;SP;CDA;45;20;25;;;;10;30;90;;;35;25;10;;;1,3;35;;;;20;;;15;;100;;;35;;105;870;1960
Emmen;114;0114::SB28;Kerkgebouw De Bron;7812EA;52,76124628;6,876824622;825;1086;0,759668508;0;1;0;261;86;49;139;193;47;84;44;91;3;29;21;0;2;9;22;1;1;0;2;0;1;0;4;3;8;SP;PVV;GL;45;20;25;5;5;;20;10;80;;;20;;5;;;2,3;20;;;;20;;;;;50;50;;;;121;1560;3280
Emmen;114;0114::SB29;Kantine sporthal;7812HV;52,76207283;6,887870569;556;689;0,806966618;0;1;0;133;63;52;83;106;49;51;20;52;1;34;19;0;4;5;9;2;0;0;0;2;2;0;4;3;1;SP;PVV;VVD;25;15;10;;5;10;10;;40;20;30;20;15;;;;1,4;20;;;;20;;;;;;;;20;;76;750;1380
Emmen;114;0114::SB30;Thriantaschool;7812SN;52,76520996;6,891530024;676;918;0,736383442;0;1;0;242;75;54;126;140;61;53;30;61;3;19;18;1;3;16;14;0;1;0;1;0;0;0;4;3;1;SP;PVV;VVD;50;25;25;10;5;15;10;5;80;;20;25;10;5;5;;2,1;20;;;20;;;;;;50;50;10;;;107;1530;2930
Emmen;114;0114::SB31;Zaal Heegen;7831HD;52,84809868;6,962286935;719;1050;0,684761905;0;1;0;331;95;35;194;110;89;43;29;28;22;24;24;2;0;0;20;1;1;0;2;0;0;0;3;4;1;PVV;SP;VVD;35;20;15;;5;5;15;10;90;;;15;;5;;5;2,5;15;10;;;;;;;;;80;;;;161;2110;3760
Emmen;114;0114::SB32;O.b.s 't Koppel;7831CJ;52,85512697;6,984961634;514;741;0,69365722;0;1;0;227;44;54;135;109;47;28;28;18;5;8;28;0;1;0;9;0;0;0;0;0;0;0;3;4;2;PVV;SP;PvDA;10;5;5;;;;5;;90;;;5;;;;;2,4;5;;;;;;;;;;;;;;211;1490;3620
Emmen;114;0114::SB33;Multifunctioneel Centrum De Badde;7831AK;52,85790588;6,989245515;808;971;0,832131823;0;1;0;163;85;40;226;185;90;37;37;37;9;19;22;0;0;0;14;0;0;0;2;0;3;0;3;4;5;PVV;SP;CDA;20;10;10;;;;5;10;100;;;10;;;;;1,8;10;5;;;;;;;;;100;;;;163;1980;2850
Emmen;114;0114::SB34;Dorpshuis 't Stadhoes;7895AA;52,83827638;7,041781223;437;585;0,747008547;0;1;0;148;69;27;112;56;60;27;3;20;6;16;15;0;4;0;12;2;0;0;4;0;1;0;3;1;5;PVV;VVD;CDA;30;15;15;5;;5;10;;100;;;15;;5;;;2,4;15;;;;;;;;;40;60;5;;;124;2160;2810
Emmen;114;0114::SB35;O.b.s. De Meent;7881EG;52,81320795;7,054499002;721;966;0,746376812;0;1;0;245;68;39;214;136;95;41;10;40;1;22;33;0;3;0;17;0;0;0;2;0;0;0;3;4;5;PVV;SP;CDA;50;30;20;15;5;20;10;;90;;;15;5;;;10;2,6;20;;20;;;;;;;30;70;5;;;91;1820;3550
Emmen;114;0114::SB36;Kantine Sporthal;7881AV;52,81485768;7,050210811;899;1238;0,726171244;0;1;0;339;65;63;239;214;113;49;12;49;7;15;47;7;3;1;14;0;0;0;0;0;1;0;3;4;5;PVV;SP;CDA;60;35;25;10;15;10;20;10;90;;;20;;5;;10;2,7;20;;;;10;;;;;;90;;;;174;2060;3310
Emmen;114;0114::SB37;O.b.s. De Dreef;7881KL;52,8051233;6,9867564;916;1172;0,781569966;0;1;0;256;104;43;244;144;120;48;62;49;7;23;31;4;9;6;18;0;0;0;0;1;3;0;3;4;5;PVV;SP;CDA;45;25;20;5;5;5;20;5;100;;;15;;5;;10;3;15;10;;;;;;;;;100;;;;175;2340;3880
Emmen;114;0114::SB38;Buurtgebouw Ons Dorp;7881BA;52,81355468;7,04833796;1099;1439;0,763724809;0;1;0;340;98;90;342;256;91;48;18;48;4;19;47;4;1;0;24;0;0;1;1;0;5;0;3;4;1;PVV;SP;VVD;25;10;15;5;;5;10;5;100;;;10;;5;;;2,3;20;;10;;;;;;;30;70;5;;5;130;2240;2800
Emmen;114;0114::SB39;O.b.s. De Bente;7881GS;52,79491093;7,044738542;689;906;0,760485651;0;1;0;217;79;53;201;112;69;36;16;25;4;20;49;3;3;0;15;0;0;0;1;0;1;0;3;4;1;PVV;SP;VVD;55;30;25;10;10;15;15;5;90;;;15;;;;10;3,2;15;10;;;;;;;;;90;;;;158;2770;4030
Emmen;114;0114::SB40;Dorpshuis De Foxel;7881PH;52,78729627;7,020013621;431;541;0,796672828;0;1;0;110;51;28;96;82;54;26;8;20;8;16;22;1;2;0;13;3;0;0;0;0;1;0;3;4;5;PVV;SP;CDA;45;25;25;5;5;10;25;;90;10;;15;;5;;10;2,8;15;5;;;5;;;;;;80;;;;165;1900;3890
Emmen;114;0114::SB41;Gebouw achter Veenkerk;7889VD;52,7739776;7,002207266;138;156;0,884615385;0;1;0;18;11;11;47;27;20;6;1;5;0;2;3;0;0;1;1;0;1;0;2;0;0;0;3;4;5;PVV;SP;CDA;60;30;25;;15;5;30;5;100;;;25;5;10;;5;2,5;20;15;;;5;;;;;;90;;;;177;2270;4620
Emmen;114;0114::SB42;De Collink;7884RD;52,7535241;7,040159785;1007;1390;0,724460432;0;1;0;383;122;42;296;144;217;46;2;18;3;17;67;1;7;1;22;0;0;0;1;0;1;0;3;5;4;PVV;CDA;SP;30;15;15;;5;5;15;;90;;;10;;;;5;2,7;10;;10;;;;;;;;100;;;;88;2220;4250
Emmen;114;0114::SB44;Dorpshuis De Meerstal;7894CH;52,72146517;7,037779923;959;1197;0,801169591;0;1;0;238;55;70;347;153;122;46;3;35;2;11;70;1;7;0;31;1;0;1;1;0;1;0;3;4;5;PVV;SP;CDA;45;25;20;5;5;10;10;15;100;;;20;5;10;;5;2,3;20;;;15;;5;;;;;;;;;101;1840;3370
Emmen;114;0114::SB45;Gemeentewinkel Klazienaveen;7891LM;52,72394529;6,989219543;672;875;0,768;0;1;0;203;73;63;141;123;128;33;13;18;6;6;39;3;0;1;15;1;0;0;1;1;1;0;3;5;4;PVV;CDA;SP;45;15;25;;;5;15;20;80;;10;25;10;15;;;1,6;30;;5;;;5;15;;;50;50;;25;5;151;750;2660
Emmen;114;0114::SB46;Zorgcentrum Dillehof;7891BA;52,7291327;6,987818955;1115;1425;0,78245614;0;1;0;310;172;93;222;203;166;67;16;60;3;8;51;2;3;0;41;2;0;0;3;0;1;0;3;4;1;PVV;SP;VVD;35;15;20;10;;10;10;;90;;;15;5;;;5;2,5;15;;;15;;;;;;;90;;;;115;1600;2460
Emmen;114;0114::SB47;Ons Belang;7891MZ;52,71848964;7,003836615;930;1201;0,774354704;0;1;0;271;120;50;230;190;121;57;10;39;11;17;57;0;1;0;23;0;0;0;2;0;0;0;3;4;5;PVV;SP;CDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB48;Gemeentehuis Locatie 2;7811AP;52,78453079;6,893599335;829;817;1;1;0;0;0;195;87;66;75;128;92;25;77;4;25;31;0;1;2;17;0;0;1;1;0;1;0;1;5;6;VVD;CDA;D66;;;;;;;;;;;;10;5;;;;1,3;10;;;;;;10;;;;;;10;;154;1110;1900
Emmen;114;0114::SB49;O.b.s. De Spil;7891LA;52,72111399;6,994091274;1056;1317;0,801822323;0;1;0;261;65;102;303;244;141;37;7;46;0;13;61;2;3;0;22;0;0;1;2;0;1;0;3;4;5;PVV;SP;CDA;15;10;5;5;;5;;;100;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB50;Wijk- en Dienstencentrum Noorderbreedte;7891BD;52,72732913;6,986941878;772;1012;0,76284585;0;1;0;240;59;82;214;155;98;43;7;35;1;4;45;1;0;0;24;0;0;0;0;0;2;0;3;4;5;PVV;SP;CDA;40;20;20;10;;5;15;5;100;;;20;5;;5;;2,2;20;;;20;;;;;;;;;;;112;1670;2620
Emmen;114;0114::SB51;Kantine Sporthal de Zon;7891CP;52,73173803;6,992559604;988;1237;0,798706548;0;1;0;249;184;59;190;126;175;59;20;51;2;13;47;1;8;0;50;0;0;0;2;0;1;0;3;1;5;PVV;VVD;CDA;20;10;10;;10;5;;;90;;;10;;5;;;2,1;10;;;;;;;;10;;;;;;181;890;2310
Emmen;114;0114::SB52;Gebouw achter Protestantse kerk;7891GD;52,72481494;6,980206885;906;1337;0,6776365;0;1;0;431;115;73;211;143;169;59;17;28;2;9;53;0;3;2;14;2;0;0;0;0;0;0;3;5;4;PVV;CDA;SP;35;15;20;;;5;10;10;100;;;15;;10;;;2,4;15;5;;;5;;;;;40;60;;;;180;1870;3220
Emmen;114;0114::SB53;Buurthuis 't Hoekje;7891RX;52,72259895;6,978994767;1073;1289;0,832428239;0;1;0;216;137;68;273;191;156;50;19;55;2;13;50;0;3;0;49;0;0;0;1;0;4;0;3;4;5;PVV;SP;CDA;10;;5;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB54;Dorpshuis De Klink;7885GA;52,74757659;6,968259507;1035;1310;0,790076336;0;1;0;275;116;124;277;198;99;51;10;48;1;17;52;1;8;0;17;1;0;0;7;1;2;0;3;4;2;PVV;SP;PvDA;40;20;25;5;;5;15;15;100;;;25;15;5;;;1,8;25;;;20;;5;;;;60;40;15;;;95;1450;2510
Emmen;114;0114::SB55;Parc Centrum Sandur;7828AA;52,73254546;6,900285048;1389;1633;0,850581751;0;1;0;244;409;90;151;93;175;203;40;91;2;33;62;1;2;1;26;1;0;0;2;2;0;0;1;6;5;VVD;D66;CDA;25;15;10;;;;10;10;90;;;15;5;10;;;1,6;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB56;Dorphuis d'Aole Turfstee;7885TN;52,74327478;6,94298197;283;327;0,865443425;0;1;0;44;43;18;70;49;24;16;6;17;0;10;11;0;1;0;16;0;0;0;0;0;0;0;3;4;1;PVV;SP;VVD;105;50;50;10;10;15;55;15;90;;;45;5;20;;15;2,4;45;5;;;;10;15;;;;90;;;;284;2650;4970
Emmen;114;0114::SB57;S.K.W. Barnstee;7826EP;52,77136986;6,959979194;1164;1443;0,806652807;0;1;0;279;179;93;253;166;198;79;15;52;1;14;74;1;6;0;31;0;0;0;0;0;2;0;3;5;1;PVV;CDA;VVD;35;15;20;;;5;15;10;90;;;20;10;5;;;1,9;20;;20;;;;;;;40;60;;;;117;1910;3130
Emmen;114;0114::SB58;Kantine S.C. Erica;7887AJ;52,71333187;6,922243872;1018;1288;0,790372671;0;1;0;270;206;82;111;141;201;96;15;58;5;12;54;4;3;0;25;0;0;0;2;0;2;0;1;5;4;VVD;CDA;SP;40;15;25;5;5;15;10;;70;30;;20;10;5;;;1,9;20;;10;10;;;;;;;;;;;86;1240;2640
Emmen;114;0114::SB59;t Schienvat;7887EB;52,71043553;6,930625801;1015;1181;0,859441152;0;1;0;166;149;95;187;145;214;69;17;56;0;12;45;4;1;0;18;1;0;0;1;0;0;0;5;3;1;CDA;PVV;VVD;25;15;10;;;;5;5;100;;;10;;5;;;2,1;15;;10;;;;;;;50;50;;;;123;1880;2960
Emmen;114;0114::SB60;O.b.s. De Anbrenge;7887AD;52,71248064;6,923610594;963;1328;0,725150602;0;1;0;365;197;61;147;113;178;88;16;48;7;16;42;1;7;0;29;0;0;3;7;0;1;0;1;5;3;VVD;CDA;PVV;25;10;15;5;;10;5;;100;;;10;;;;5;2,6;10;;10;;;;;;;;;;;;103;1870;3510
Emmen;114;0114::SB62;O.b.s. De Bascule;7833CA;52,71003865;6,861970073;997;1297;0,768696993;0;1;0;300;123;106;266;164;94;55;24;55;4;11;59;1;4;0;23;1;0;4;2;0;1;0;3;4;1;PVV;SP;VVD;35;15;20;;5;5;15;;90;;;15;5;;;;2,2;15;;15;;;;;;;30;70;;;;95;1460;2940
Emmen;114;0114::SB63;P.C. b.s. De Bron;7833GH;52,71418702;6,854333515;998;1313;0,760091394;0;1;0;315;183;71;180;150;182;74;31;37;8;14;33;1;4;0;28;0;0;0;1;0;1;0;1;5;3;VVD;CDA;PVV;10;5;5;;;;;5;100;;;5;;5;;;2;5;;;;5;;;;;;;;;;159;;
Emmen;114;0114::SB65;P.C.b.s. Het Anker;7827DD;52,75051644;6,898614721;1066;1401;0,760885082;0;1;0;335;156;98;137;169;134;116;46;94;8;27;32;4;5;0;27;2;0;1;4;0;5;0;4;1;3;SP;VVD;PVV;40;15;25;;;15;15;;90;;;25;15;5;;;1,5;25;;;;25;;;;;30;70;5;;;115;1060;2280
Emmen;114;0114::SB66;Zorgcentrum Valkenhof;7827HW;52,75111391;6,891100434;1506;1469;1;1;0;0;0;232;156;167;249;193;158;47;152;9;44;50;5;2;0;34;1;2;0;1;0;1;0;4;1;5;SP;VVD;CDA;80;25;55;10;;5;15;45;90;;10;20;15;;;;1,6;70;;;;;20;45;;;30;;20;45;10;;880;2150
Emmen;114;0114::SB67;Obs de Lisdodde, locatie Eidereend;7827LD;52,75049268;6,88395763;827;1363;0,606749817;0;0;1;536;133;88;86;94;120;122;27;81;2;20;31;0;3;0;15;1;0;1;3;0;0;0;1;6;5;VVD;D66;CDA;25;10;15;5;;5;5;5;100;;;10;;;;5;3,1;10;;;;;10;;;;;;;;;150;1690;3890
Emmen;114;0114::SB68;Obs de Lisdodde, locatie 1;7827SE;52,74777312;6,882864981;1615;1461;1;1;0;0;0;408;112;131;167;187;235;67;136;4;44;65;1;4;0;42;4;0;1;3;0;4;0;1;6;5;VVD;D66;CDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB69;Zalencentrum d' Aol Meul;7844NR;52,71690528;6,844430081;712;948;0,751054852;0;1;0;236;93;106;160;119;84;36;11;30;3;11;43;0;1;0;10;0;0;0;4;0;1;0;3;4;2;PVV;SP;PvDA;30;15;15;;;5;10;10;90;;;15;5;5;;;1,9;15;;;;;;;;;;70;;;;152;2080;2840
Emmen;114;0114::SB71;t Aole Gemientehoes;7761CL;52,66310666;6,885862067;1181;1110;1;1;0;0;0;228;88;176;123;287;93;25;68;10;14;39;2;7;0;16;1;1;0;0;0;0;0;5;1;3;CDA;VVD;PVV;30;15;15;5;;5;10;5;100;;;10;;;;5;2,4;10;;;10;;;;;;;100;;;;178;1920;4070
Emmen;114;0114::SB72;Woonvoorziening d'olde Beke;7761AC;52,66279913;6,881147802;847;1248;0,678685897;0;1;0;401;159;39;117;108;227;49;30;44;3;17;30;0;3;0;15;2;0;0;2;0;1;0;5;1;3;CDA;VVD;PVV;45;10;35;;;;5;40;90;10;;35;30;5;;;1,2;40;;;;;15;20;;;70;40;20;35;;120;1220;1950
Emmen;114;0114::SB73;Verzorgingscentrum De Anloop;7761BV;52,66209712;6,881662427;776;1020;0,760784314;0;1;0;244;114;33;123;113;196;55;19;32;2;20;44;0;2;0;18;1;0;0;1;0;0;0;5;3;1;CDA;PVV;VVD;70;25;45;;;15;;50;80;10;10;30;20;10;;;1,5;60;;;50;;;;10;;90;;10;60;30;;1070;2250
Emmen;114;0114::SB74;Dorpshoeve;7766AE;52,76536181;6,957736253;800;1016;0,787401575;0;1;0;216;140;41;122;79;251;65;5;28;4;12;30;2;1;0;15;0;0;0;3;0;2;0;5;1;3;CDA;VVD;PVV;65;35;25;10;10;10;25;;90;10;;20;;;;10;3,3;20;10;10;;;;;;;;80;;;;186;3050;5150
Emmen;114;0114::SB75;De Webbe;7765BG;52,67313154;6,994754734;982;1356;0,724188791;0;1;0;374;120;47;301;122;199;34;9;35;3;8;68;2;5;0;18;0;0;0;1;0;1;0;3;5;4;PVV;CDA;SP;90;60;30;;;;45;40;90;10;;5;;;;;2,2;5;;;;;;;;;;;;;;170;1970;2590
Emmen;114;0114::SB76;Verenigingsgebouw 't Trefpunt;7764AK;52,69347876;6,864211481;396;510;0,776470588;0;1;0;114;49;41;97;62;45;23;11;21;1;13;18;2;0;0;12;1;0;0;0;0;0;0;3;4;1;PVV;SP;VVD;40;20;20;5;5;5;15;5;90;;;15;;10;;5;2,9;15;;;;;10;;;;;90;;;;191;1920;5050
Emmen;114;0114::SB77;Drenthe College Locatie Veldlaan;7824VH;52,77821645;6,930941892;911;1220;0,746721311;0;1;0;309;111;90;152;149;87;70;29;84;4;19;41;0;4;56;13;0;0;0;1;0;0;0;3;4;1;PVV;SP;VVD;20;10;10;5;;5;;;50;;40;5;;;;;2,9;5;;;5;;;;;;;;;;;109;1780;2850
Emmen;114;0114::SB78;St. Gerardusschool;7826CT;52,77243816;6,958648978;850;1052;0,807984791;0;1;0;202;188;26;140;106;201;60;20;23;2;6;39;4;4;2;27;0;0;0;1;0;0;0;5;1;3;CDA;VVD;PVV;35;20;15;;10;;15;5;90;;;15;;;;5;2,6;15;5;5;;;;;;;;80;;;;198;2570;3560
Emmen;114;0114::SB79;S.C.C. De Schalm;7833CE;52,71005104;6,855608733;645;796;0,810301508;0;1;0;151;92;51;147;114;76;41;14;30;2;6;43;1;10;0;14;1;0;1;0;0;2;0;3;4;1;PVV;SP;VVD;15;10;10;;;5;5;;100;;;5;;;;;2,3;10;;;5;;;;;;;;;;;126;1870;3420
Emmen;114;0114::SB80;O.B.S. De Lisdodde, locatie 2;7827XA;52,74743877;6,885628312;883;1468;0,601498638;0;0;1;585;219;62;63;83;115;142;43;84;5;18;22;1;3;0;20;1;0;0;0;0;1;0;1;6;5;VVD;D66;CDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emmen;114;0114::SB81;M.F.A. Het Venster;7814VH;52,75363271;6,858933054;396;450;0,88;0;1;0;54;135;19;32;33;51;53;20;27;2;3;15;0;1;0;3;1;0;0;1;0;0;0;1;6;5;VVD;D66;CDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
